country_code,gdp_mean,gdp_std,gdp_min,gdp_max,trade_mean,trade_std,trade_min,trade_max,inv_mean,inv_std,inv_min,inv_max,school_mean,school_std,school_min,school_max,popg_mean,popg_std,popg_min,popg_max
BGD,1073.784722999718,368.8250526394687,620.560472822105,1804.3493461776,35.630489750711156,7.0579113992539355,26.271447376215,48.1109227490467,27.823381123179978,2.7807947553082184,23.8085625731369,32.2137331126266,100.01783906873634,7.247615642665549,90.3782272338867,110.066619873047,1.0806667847884983,0.295151106695218,0.814977993693211,1.82732806740512
BGR,6573.528495523749,1656.4453866665008,3718.11895993863,9598.35828571579,111.50624081545402,19.8655810793319,75.269621415721,138.844872770267,23.426118278578592,4.88800530847707,18.9624308573589,36.9245307045696,102.15904825383967,5.505317816461926,95.6110992431641,111.75122833252,-1.039177867260782,0.49509424271474145,-2.17069878030004,-0.493896416633318
BHR,23821.837695764276,827.1661957650559,22206.9371985225,25407.9694054552,144.69522578807457,18.245713509931132,115.561486449616,184.58950884485,27.547734387253563,5.8835461112274805,15.7093968978237,37.2956671453326,98.8728023017942,3.434460825321283,95.1477508544922,107.464276011953,3.9053695169094396,3.16475355823494,-2.76659927564461,7.89230240298341
BHS,31354.161351918345,1884.2922128220412,24791.6704945106,33549.3360007274,76.01078188598542,8.77846256042998,53.4207580670063,88.3336891598687,27.304863736993774,3.000247345058818,23.0710591323143,33.5164375814502,97.42230728491516,7.844661083513347,80.5237121582031,110.135749348524,0.9485935187863069,0.3868264775013346,0.128749531818761,1.41342994265638
BIH,4186.383311167749,1101.6308569092184,2567.34137094619,6327.16206849174,87.44261206939741,7.8946263607508635,73.7474942255023,110.205283719751,26.365557498772002,3.6441781996305216,21.6685850406414,32.3119832270202,97.75010108947757,6.866373255066457,88.7070770263672,108.796783447266,-1.1030475831825293,0.7278237596693015,-1.93437927837206,0.710877055593974
BLR,5095.582883415864,1317.9468279316154,2615.36376799462,6457.73053706343,129.24593300270885,12.65728385048066,108.63564482836,157.974255073313,30.217934667895044,5.6389992384599195,21.5979064833979,40.6563662623236,101.79844510389941,6.324574051380799,95.4307149291864,117.492881774902,-0.36089256736154973,0.28992554934854015,-0.82823272086807,0.132853236725342
BLZ,5990.9780212905935,322.2984510314977,5006.48453276935,6465.82885846045,98.49428488097146,7.512033148387525,81.6431433128545,111.166652365429,17.73102871130363,3.1619067064897544,11.8723938779086,26.2033579229094,114.67451408613064,4.176478205037172,101.531373116389,120.602569580078,2.37818335201444,0.5944693222393443,1.1534704907648,3.26709202067925
BMU,107222.05057235857,4904.506904949103,98846.4458079644,118382.908990645,74.80629613517036,2.365504205575894,70.5898221728952,77.9770526954316,12.622219922205584,1.051749778278845,10.8931113391845,14.7485170334877,102.34907277425145,2.415701510015346,99.5652236938477,106.171371459961,0.14196347725274786,0.2257607748618315,-0.136600245767712,0.431459657274573
BOL,2590.729361746999,431.47971039125764,2013.84581094568,3207.38695231128,62.3541534416245,15.644777494639246,37.5164342446486,85.2644695625131,17.864336349189614,3.4182140938146666,11.0217031489009,24.3763407852814,105.36285116930576,9.08325887868704,95.0961939865757,119.13207244873,1.547779681782406,0.18945106040484785,1.01931284088344,1.71712723342906
BRA,8262.304076702087,854.183579790927,6817.784240857,9366.73932434359,27.27990832321863,4.227823290489042,22.1059756060333,38.8160659763397,18.423957899082957,2.3243929960063174,14.6255875978858,21.8262711166856,107.37912958318537,2.3018597401665617,103.929397583008,109.808906555176,0.883292767201585,0.2639915242937888,0.360180890872169,1.37521128317928
BRN,33417.714221337475,3524.7291492814384,28549.1756060465,38595.1688513702,97.94233537019382,17.945483625040662,81.0114146368958,147.123112375318,28.03071753904981,8.232917083514876,15.1721720330137,41.0665959296934,109.25315470839148,7.128270371561206,99.134912983916,122.321258544922,1.5418765241077945,0.388266770657778,0.804554269312164,2.17184750364769
BTN,2405.605637438154,747.1185645648751,1259.6237645235,3467.38598979356,87.48505982549868,12.96965842198887,70.2833172005966,108.157794891125,56.1892918120583,9.182857039893129,39.0705723424763,69.4487268866834,99.28202485366299,10.429888962260023,77.8631820678711,113.566772460938,1.273914043383064,0.5603285441794769,0.66444642692507,2.42228077592733
BWA,6004.885718212283,660.7746972326962,4971.96371794188,7159.5860618268,94.9242258343611,12.131116845376118,80.3250344865506,125.78303991122,29.06272044581772,4.6686099223951585,21.692781593681,39.1181150467037,108.38734409440843,3.436149191582633,101.616607294624,112.33056640625,1.7219156175741397,0.26219139246274525,1.41898108514606,2.13210606291764
CAF,429.4368742549575,54.74120374448464,349.821171688973,553.729578314912,41.690107731647196,7.9176058269637455,31.4942464896799,57.1435457117119,16.05770310431326,7.253033698443108,6.4047925068294,26.0,70.28549693180963,13.291791270413595,51.2870597839355,96.8125991821289,1.3591095055789975,1.0581967958430014,-0.799202484181735,2.74955419856204
CAN,42088.4001463435,2237.6870578631847,37906.89821012,45883.0058941892,66.87429623667057,5.771514084432904,58.4742801830543,82.7653578503214,22.994809476260606,1.641287998487201,19.6713949333135,25.0269800530907,98.54238433837892,1.4488861694906856,94.7344131469727,99.8602600097656,1.0773793527052,0.25020168130244774,0.553902422386893,1.84036295796994
